Gene_name	CDS_length
Cflo_11098--XP_393417.2_APIME	551
Cflo_11097--XP_393418.2_APIME	2462
Cflo_11092--NP_001019868.1_APIME	1129
Cflo_11091--XP_001119909.1_APIME	1804
Cflo_11089--FBpp0082774_DROME	619
Cflo_11088--XP_001120156.1_APIME	1019
Cflo_11090--NA	430
Cflo_11094--XP_396824.1_APIME	1131
Cflo_11095--XP_396802.2_APIME	1713
Cflo_11096--XP_396803.2_APIME	2173
Cflo_11888--NA	235
Cflo_11887--XP_624242.1_APIME	1184
Cflo_11885--XP_395601.3_APIME	2510
Cflo_11884--XP_001121089.1_APIME	3140
Cflo_11882--XP_395656.2_APIME	3395
Cflo_11880--XP_624205.1_APIME	486
Cflo_11881--XP_395657.2_APIME	839
Cflo_11883--XP_394846.2_APIME	1444
Cflo_11886--XP_001121167.1_APIME	528
Cflo_06871--XP_392099.3_APIME	5036
Cflo_06870--XP_394115.2_APIME	1603
Cflo_06868--XP_001120331.1_APIME	1085
Cflo_06867--XP_392106.3_APIME	1180
Cflo_06866--XP_625262.2_APIME	2790
Cflo_06864--XP_392107.2_APIME	4170
Cflo_06863--XP_394135.2_APIME	1397
Cflo_06865--XP_624045.2_APIME	310
Cflo_08571--NA	311
Cflo_08570--XP_392303.3_APIME	3475
Cflo_08569--XP_624022.1_APIME	2040
Cflo_08568--XP_624022.1_APIME	2004
Cflo_08567--XP_394457.2_APIME	1704
Cflo_08566--NA	445
Cflo_08565--XP_001121381.1_APIME	1031
Cflo_08563--FBpp0111524_DROME	388
Cflo_08562--FBpp0111524_DROME	363
Cflo_11514--XP_395121.3_APIME	5908
Cflo_11512--XP_001121390.1_APIME	193
Cflo_11511--XP_397510.3_APIME	1103
Cflo_11506--XP_624545.2_APIME	652
Cflo_11507--XP_624545.2_APIME	1197
Cflo_11508--XP_624545.2_APIME	715
Cflo_11509--XP_624545.2_APIME	1183
Cflo_11510--XP_624545.2_APIME	1186
Cflo_11513--XP_001123307.1_APIME	549
Cflo_10319--XP_001121249.1_APIME	1997
Cflo_10316--XP_001602798.1_NASVI	438
Cflo_10315--XP_395264.2_APIME	1232
Cflo_10317--NA	839
Cflo_10318--XP_396960.2_APIME	1372
Cflo_10320--XP_001607011.1_NASVI	872
Cflo_10322--XP_001122040.1_APIME	815
Cflo_10323--NA	651
Cflo_10666--XP_001606121.1_NASVI	1600
Cflo_10658--NA	320
Cflo_10657--XP_625057.1_APIME	936
Cflo_10655--NA	733
Cflo_10656--XP_625057.1_APIME	344
Cflo_10660--XP_625057.1_APIME	1760
Cflo_10662--NA	302
Cflo_10663--XP_625057.1_APIME	1453
Cflo_12729--XP_001121447.1_APIME	341
Cflo_12727--XP_001120493.1_APIME	2418
Cflo_12726--XP_396282.3_APIME	3488
Cflo_12723--XP_395959.3_APIME	875
Cflo_12722--NA	594
Cflo_12724--FBpp0082240_DROME	824
Cflo_12725--NA	1153
Cflo_12728--XP_624884.2_APIME	691
Cflo_12043--NA	359
Cflo_12042--NA	548
Cflo_12047--NA	1015
Cflo_12048--XP_393522.2_APIME	1174
Cflo_12053--NA	215
Cflo_12054--NA	436
Cflo_07549--XP_001120442.1_APIME	720
Cflo_07542--XP_001121599.1_APIME	802
Cflo_07536--NP_001035323.1_APIME	1517
Cflo_07537--XP_001121184.1_APIME	434
Cflo_07545--NA	209
Cflo_09885--XP_394261.3_APIME	3072
Cflo_09880--NA	471
Cflo_09882--XP_624550.2_APIME	3093
Cflo_09883--XP_001119967.1_APIME	502
Cflo_09884--XP_001120089.1_APIME	2832
Cflo_09058--NA	287
Cflo_09056--XP_394329.2_APIME	284
Cflo_09055--XP_394329.2_APIME	736
Cflo_09050--XP_001120476.1_APIME	304
Cflo_09051--NA	197
Cflo_09052--XP_001605699.1_NASVI	490
Cflo_11140--XP_393524.2_APIME	1346
Cflo_11136--XP_001122961.1_APIME	1377
Cflo_11133--XP_001121752.1_APIME	1471
Cflo_11135--XP_395010.3_APIME	3293
Cflo_11137--XP_392573.3_APIME	4124
Cflo_11138--XP_624430.2_APIME	3063
Cflo_11139--XP_001121655.1_APIME	621
Cflo_11534--NA	523
Cflo_08112--XP_625156.2_APIME	1586
Cflo_08110--XP_001119931.1_APIME	400
Cflo_08104--XP_396593.2_APIME	719
Cflo_08108--NA	462
Cflo_08109--XP_001119871.1_APIME	642
Cflo_08111--XP_001121641.1_APIME	757
Cflo_13195--XP_395404.2_APIME	1465
Cflo_13192--XP_396782.3_APIME	3687
Cflo_13190--XP_393944.1_APIME	1502
Cflo_13191--XP_396781.2_APIME	1444
Cflo_13193--XP_001123073.1_APIME	1670
Cflo_13194--XP_395821.1_APIME	780
Cflo_11754--XP_001120873.1_APIME	5529
Cflo_11751--XP_001123237.1_APIME	789
Cflo_11753--XP_001120915.1_APIME	1258
Cflo_11756--NA	967
Cflo_12547--XP_001607093.1_NASVI	1180
Cflo_12551--NA	389
Cflo_12552--NA	281
Cflo_07877--NA	209
Cflo_07875--NA	268
Cflo_07873--XP_392857.2_APIME	530
Cflo_07874--XP_392857.2_APIME	497
Cflo_12736--XP_624966.1_APIME	1089
Cflo_12733--XP_392857.2_APIME	1105
Cflo_12730--XP_624966.1_APIME	1241
Cflo_12735--XP_624966.1_APIME	1086
Cflo_12738--XP_394245.2_APIME	883
Cflo_13749--XP_393599.2_APIME	1248
Cflo_13747--XP_624197.2_APIME	703
Cflo_13746--XP_001121810.1_APIME	685
Cflo_13744--XP_396942.3_APIME	861
Cflo_13748--XP_393600.2_APIME	1781
Cflo_11701--XP_001122887.1_APIME	302
Cflo_11698--XP_625120.2_APIME	3154
Cflo_11697--XP_392514.1_APIME	563
Cflo_11699--NP_001012645.1_APIME	2499
Cflo_11700--XP_393582.2_APIME	652
Cflo_12658--XP_395426.3_APIME	3522
Cflo_12657--XP_395426.3_APIME	1447
Cflo_12650--XP_395426.3_APIME	1144
Cflo_13427--XP_395426.3_APIME	817
Cflo_13426--XP_396268.2_APIME	577
Cflo_13425--XP_624709.2_APIME	2061
Cflo_13424--XP_001122164.1_APIME	629
Cflo_11799--BGIBMGA003589-PA_BOMMO	1455
Cflo_11798--NA	446
Cflo_11800--FBpp0078027_DROME	1642
Cflo_11802--NA	283
Cflo_11281--XP_001123009.1_APIME	470
Cflo_11282--XP_001123009.1_APIME	365
Cflo_11283--FBpp0086122_DROME	4216
Cflo_11284--XP_396637.2_APIME	377
Cflo_12364--XP_394893.2_APIME	1556
Cflo_12359--XP_623882.2_APIME	2264
Cflo_12362--NA	202
Cflo_14217--NA	559
Cflo_14216--NA	313
Cflo_14218--XP_001602015.1_NASVI	962
Cflo_14290--XP_624966.1_APIME	1061
Cflo_14291--NA	236
Cflo_14292--XP_624966.1_APIME	716
Cflo_14293--XP_624966.1_APIME	319
Cflo_13201--NA	496
Cflo_13197--NA	398
Cflo_13196--FBpp0084358_DROME	487
Cflo_14388--XP_394000.2_APIME	1913
Cflo_14387--XP_394000.2_APIME	1152
Cflo_14386--XP_394000.2_APIME	1203
Cflo_13903--XP_001600847.1_NASVI	849
Cflo_08116--XP_001121557.1_APIME	948
Cflo_08114--XP_624524.2_APIME	2344
Cflo_08115--XP_001951425.1_ACYPI	907
Cflo_12357--XP_001122185.1_APIME	309
Cflo_12356--XP_310357.2_ANOGA	557
Cflo_12355--XP_393715.3_APIME	3433
Cflo_12592--XP_001122054.1_APIME	337
Cflo_12593--XP_001122776.1_APIME	448
Cflo_12594--XP_392699.3_APIME	1181
Cflo_14589--XP_394148.3_APIME	2385
Cflo_14588--XP_394148.3_APIME	248
Cflo_14587--NA	273
Cflo_14193--NA	877
Cflo_14192--NA	259
Cflo_14194--XP_623775.2_APIME	614
Cflo_10946--NA	185
Cflo_10948--XP_001600104.1_NASVI	633
Cflo_10949--NA	206
Cflo_12070--NA	543
Cflo_12068--NA	347
Cflo_12065--XP_395404.2_APIME	453
Cflo_11912--XP_394148.3_APIME	374
Cflo_11910--XP_392857.2_APIME	467
Cflo_11909--XP_394419.2_APIME	819
Cflo_15725--NP_660153.2_HUMAN	336
Cflo_15726--NP_660153.2_HUMAN	336
Cflo_12391--NA	753
Cflo_11178--NA	239
Cflo_13780--XP_394182.3_APIME	952
Cflo_13777--NA	446
Cflo_15347--XP_001600233.1_NASVI	422
Cflo_14104--NA	603
Cflo_14102--NA	386
Cflo_13825--NA	1176
Cflo_14686--XP_392857.2_APIME	271
Cflo_14685--XP_392857.2_APIME	575
Cflo_14404--XP_001120828.1_APIME	1028
Cflo_14405--NA	647
Cflo_11663--XP_001121042.1_APIME	252
Cflo_11651--XP_001121042.1_APIME	995
Cflo_14781--NA	425
Cflo_14743--XP_624856.1_APIME	675
Cflo_14742--XP_001120303.1_APIME	378
Cflo_13447--NA	314
Cflo_13927--NA	368
Cflo_13924--NA	594
Cflo_14692--NA	1822
Cflo_12268--XP_001122581.1_APIME	423
Cflo_12269--XP_623198.1_APIME	3621
Cflo_09766--XP_624127.2_APIME	399
Cflo_09765--XP_624127.2_APIME	3886
Cflo_15120--NA	562
Cflo_15121--NA	380
Cflo_13046--XP_396750.3_APIME	974
Cflo_15611--NA	245
Cflo_15264--XP_396261.2_APIME	1149
Cflo_13328--NA	287
Cflo_15844--XP_397430.3_APIME	502
Cflo_15060--XP_392857.2_APIME	700
Cflo_14806--NA	150
Cflo_15676--XP_392277.3_APIME	355
Cflo_16117--NA	266
Cflo_13445--XP_001122194.1_APIME	2216
Cflo_15395--XP_392857.2_APIME	452
Cflo_14395--XP_001599060.1_NASVI	404
Cflo_15765--NA	596
Cflo_13103--XP_001599265.1_NASVI	513
Cflo_13299--XP_393896.3_APIME	1252
Cflo_15342--XP_623685.1_APIME	738
Cflo_15904--NA	494
Cflo_14074--XP_392950.2_APIME	1865
Cflo_15857--XP_394148.3_APIME	317
Cflo_15993--XP_393245.2_APIME	563
Cflo_14565--XP_001121747.1_APIME	445
Cflo_13637--XP_624296.2_APIME	728
Cflo_15977--XP_001120919.1_APIME	616
Cflo_13700--XP_001599060.1_NASVI	634
Cflo_13983--XP_001949613.1_ACYPI	704
Cflo_14178--NA	380
Cflo_15643--NA	416
Cflo_13725--NA	545
Cflo_15346--XP_392857.2_APIME	280
Cflo_15617--XP_394148.3_APIME	520
Cflo_13960--XP_001122552.1_APIME	674
Cflo_15983--XP_395629.2_APIME	409
Cflo_14816--NA	764
Cflo_16020--XP_393706.3_APIME	206
Cflo_13997--NA	284
Cflo_15371--XP_395426.3_APIME	1196
Cflo_15415--XP_001119850.1_APIME	325
Cflo_13006--XP_392230.1_APIME	872
Cflo_15959--XP_396437.1_APIME	508
Cflo_14881--NA	1500
Cflo_14611--NA	620
Cflo_15475--XP_001122512.1_APIME	1092
Cflo_14876--NA	1030
Cflo_15921--XP_394305.3_APIME	581
Cflo_12382--NA	368
Cflo_13868--NA	332
Cflo_10306--XP_394766.3_APIME	3534
Cflo_01104--XP_392395.3_APIME	928
Cflo_01103--FBpp0088347_DROME	2139
Cflo_01102--XP_395070.2_APIME	3815
Cflo_01099--XP_394225.3_APIME	2706
Cflo_01093--XP_001120612.1_APIME	650
Cflo_01091--XP_393529.3_APIME	1239
Cflo_01090--XP_392978.3_APIME	2285
Cflo_01089--XP_392978.3_APIME	1710
Cflo_01087--XP_624255.1_APIME	1205
Cflo_01083--XP_396305.1_APIME	2850
Cflo_01081--XP_001122742.1_APIME	2009
Cflo_01079--XP_397174.3_APIME	732
Cflo_01077--XP_001122045.1_APIME	1966
Cflo_01074--XP_394229.2_APIME	754
Cflo_01072--XP_394228.3_APIME	5524
Cflo_01071--XP_394227.2_APIME	1049
Cflo_01068--XP_001122793.1_APIME	1317
Cflo_01065--XP_623600.2_APIME	1266
Cflo_01064--XP_395466.2_APIME	2434
Cflo_01060--XP_001120360.1_APIME	479
Cflo_01058--XP_625022.1_APIME	1110
Cflo_01056--XP_001121188.1_APIME	1195
Cflo_01055--FBpp0075166_DROME	884
Cflo_01054--NA	142
Cflo_01049--XP_625023.1_APIME	527
Cflo_01047--NP_001087195.1_HUMAN	1663
Cflo_01045--XP_396122.3_APIME	859
Cflo_01043--XP_393477.3_APIME	4935
Cflo_01042--XP_394616.1_APIME	1195
Cflo_01040--XP_395823.3_APIME	1301
Cflo_01039--XP_394258.3_APIME	2709
Cflo_01038--XP_625055.2_APIME	4909
Cflo_01036--XP_623418.1_APIME	956
Cflo_01033--XP_001120882.1_APIME	716
Cflo_01028--XP_001122912.1_APIME	1057
Cflo_01024--XP_392156.2_APIME	967
Cflo_01023--XP_395983.3_APIME	1484
Cflo_01021--XP_001605862.1_NASVI	241
Cflo_01020--XP_625121.2_APIME	209
Cflo_01019--XP_393300.2_APIME	1580
Cflo_01017--XP_001120986.1_APIME	385
Cflo_01016--XP_001120986.1_APIME	503
Cflo_01015--XP_001121019.1_APIME	720
Cflo_01011--XP_001120164.1_APIME	238
Cflo_01009--XP_624898.2_APIME	4144
Cflo_01007--XP_396786.3_APIME	8615
Cflo_01006--XP_623955.2_APIME	1509
Cflo_01005--XP_623955.2_APIME	1569
Cflo_01004--XP_623955.2_APIME	1446
Cflo_01002--XP_623565.1_APIME	6620
Cflo_01000--NA	233
Cflo_00999--XP_395718.3_APIME	10920
Cflo_00998--XP_001121254.1_APIME	1131
Cflo_00996--XP_397256.3_APIME	1315
Cflo_00994--XP_392258.2_APIME	2270
Cflo_00989--XP_393403.2_APIME	2540
Cflo_00987--XP_392483.2_APIME	1490
Cflo_00986--XP_392483.2_APIME	1490
Cflo_00984--XP_624118.1_APIME	479
Cflo_00983--XP_624093.1_APIME	2025
Cflo_00982--XP_624065.2_APIME	130
Cflo_00981--XP_624065.2_APIME	2252
Cflo_00978--XP_624572.1_APIME	700
Cflo_00976--XP_624243.2_APIME	1155
Cflo_00974--XP_623624.2_APIME	976
Cflo_00971--XP_393052.2_APIME	615
Cflo_00970--XP_001123188.1_APIME	1402
Cflo_00968--XP_001120020.1_APIME	473
Cflo_00966--XP_393500.1_APIME	546
Cflo_00965--XP_623965.1_APIME	678
Cflo_00962--XP_394660.3_APIME	1767
Cflo_00961--XP_397464.3_APIME	1259
Cflo_00957--XP_393241.1_APIME	678
Cflo_00955--XP_623911.2_APIME	6069
Cflo_00954--XP_396277.3_APIME	10772
Cflo_00953--XP_001606237.1_NASVI	1662
Cflo_00946--XP_394299.3_APIME	839
Cflo_00945--XP_394299.3_APIME	2336
Cflo_00944--XP_001120953.1_APIME	2866
Cflo_00947--XP_001120865.1_APIME	775
Cflo_00948--XP_001120865.1_APIME	3586
Cflo_00949--XP_001120780.1_APIME	580
Cflo_00950--XP_001604404.1_NASVI	1440
Cflo_00956--XP_393129.2_APIME	1046
Cflo_00958--XP_393129.2_APIME	1117
Cflo_00959--XP_623966.1_APIME	833
Cflo_00960--XP_623966.1_APIME	742
Cflo_00963--XP_392481.3_APIME	2369
Cflo_00967--XP_625263.1_APIME	509
Cflo_00969--XP_624621.1_APIME	787
Cflo_00972--NA	476
Cflo_00973--XP_624558.2_APIME	8475
Cflo_00975--XP_395117.3_APIME	1808
Cflo_00977--XP_393362.2_APIME	2621
Cflo_00979--XP_392465.3_APIME	885
Cflo_00980--XP_001119985.1_APIME	4488
Cflo_00985--XP_394711.3_APIME	2934
Cflo_00988--XP_001121499.1_APIME	1000
Cflo_00991--XP_396410.3_APIME	3256
Cflo_00993--XP_392259.3_APIME	1253
Cflo_00995--NA	362
Cflo_00997--XP_392921.1_APIME	389
Cflo_01001--XP_392919.2_APIME	1055
Cflo_01003--XP_394416.3_APIME	3835
Cflo_01008--XP_624889.2_APIME	2283
Cflo_01010--XP_624918.1_APIME	550
Cflo_01012--XP_396862.3_APIME	4258
Cflo_01013--XP_624251.2_APIME	1469
Cflo_01014--XP_396708.2_APIME	1380
Cflo_01018--XP_623086.1_APIME	891
Cflo_01022--XP_625135.2_APIME	1657
Cflo_01025--XP_001605633.1_NASVI	8191
Cflo_01026--XP_394239.3_APIME	909
Cflo_01027--FBpp0077807_DROME	2115
Cflo_01029--XP_396813.3_APIME	2056
Cflo_01030--XP_396813.3_APIME	2101
Cflo_01031--NP_660153.2_HUMAN	2801
Cflo_01032--XP_001120931.1_APIME	2218
Cflo_01034--BGIBMGA002768-PA_BOMMO	974
Cflo_01035--XP_393119.3_APIME	1568
Cflo_01037--XP_001121933.1_APIME	318
Cflo_01041--XP_394615.2_APIME	1776
Cflo_01044--XP_001120683.1_APIME	1153
Cflo_01046--XP_623827.2_APIME	1507
Cflo_01048--XP_396277.3_APIME	6614
Cflo_01050--XP_001120233.1_APIME	1313
Cflo_01051--XP_001121130.1_APIME	969
Cflo_01053--XP_392823.3_APIME	1731
Cflo_01057--XP_625032.1_APIME	829
Cflo_01059--XP_625039.1_APIME	978
Cflo_01061--XP_396866.3_APIME	885
Cflo_01062--XP_396866.3_APIME	2083
Cflo_01063--XP_001121991.1_APIME	2316
Cflo_01066--XP_001122800.1_APIME	468
Cflo_01067--XP_392578.3_APIME	1752
Cflo_01070--XP_392154.2_APIME	1297
Cflo_01073--XP_392155.1_APIME	731
Cflo_01075--XP_624680.2_APIME	1216
Cflo_01076--XP_395978.2_APIME	830
Cflo_01080--XP_624907.1_APIME	2009
Cflo_01082--XP_395308.2_APIME	1377
Cflo_01084--XP_395017.2_APIME	612
Cflo_01085--XP_393594.3_APIME	1642
Cflo_01086--XP_001122300.1_APIME	1227
Cflo_01088--XP_001122181.1_APIME	601
Cflo_01094--XP_001121555.1_APIME	312
Cflo_01095--XP_001121499.1_APIME	951
Cflo_01096--XP_001121433.1_APIME	1429
Cflo_01097--XP_001121433.1_APIME	1369
Cflo_01098--XP_001121499.1_APIME	281
Cflo_01100--XP_001121433.1_APIME	1618
Cflo_01101--NA	1804
Cflo_01826--XP_001602694.1_NASVI	1396
Cflo_01823--XP_623698.1_APIME	1009
Cflo_01820--XP_625294.1_APIME	474
Cflo_01817--XP_001120418.1_APIME	707
Cflo_01816--XP_001606579.1_NASVI	1022
Cflo_01811--NA	893
Cflo_01810--XP_624579.2_APIME	1980
Cflo_01809--NA	378
Cflo_01804--XP_001122596.1_APIME	1598
Cflo_01803--XP_001122884.1_APIME	1797
Cflo_01801--XP_392903.1_APIME	671
Cflo_01796--XP_001120598.1_APIME	1406
Cflo_01795--XP_395912.3_APIME	3359
Cflo_01791--XP_393185.2_APIME	1310
Cflo_01790--XP_625293.2_APIME	747
Cflo_01785--XP_393832.3_APIME	4849
Cflo_01782--XP_393831.3_APIME	448
Cflo_01781--XP_393831.3_APIME	2265
Cflo_01778--XP_001123007.1_APIME	4469
Cflo_01775--XP_392561.2_APIME	1854
Cflo_01774--XP_396723.2_APIME	1266
Cflo_01773--XP_392916.2_APIME	1845
Cflo_01772--XP_624071.1_APIME	664
Cflo_01771--XP_001120514.1_APIME	1706
Cflo_01770--XP_623466.2_APIME	692
Cflo_01769--XP_623081.1_APIME	798
Cflo_01768--XP_001122344.1_APIME	454
Cflo_01763--NA	142
Cflo_01762--XP_392545.2_APIME	556
Cflo_01756--XP_397207.2_APIME	2940
Cflo_01754--XP_393549.2_APIME	945
Cflo_01752--BGIBMGA012447-PA_BOMMO	310
Cflo_01751--FBpp0111658_DROME	250
Cflo_01749--XP_001122125.1_APIME	463
Cflo_01748--XP_001122125.1_APIME	653
Cflo_01745--XP_001122125.1_APIME	809
Cflo_01744--XP_393550.1_APIME	359
Cflo_01750--XP_001122125.1_APIME	483
Cflo_01753--XP_001607098.1_NASVI	565
Cflo_01757--XP_624455.2_APIME	1869
Cflo_01758--XP_624269.2_APIME	1937
Cflo_01760--XP_397356.2_APIME	1794
Cflo_01761--XP_392546.3_APIME	2333
Cflo_01765--XP_001120373.1_APIME	876
Cflo_01766--XP_624142.1_APIME	447
Cflo_01767--XP_394810.2_APIME	433
Cflo_01776--XP_396799.2_APIME	1343
Cflo_01777--XP_001122693.1_APIME	1072
Cflo_01779--XP_393027.2_APIME	1081
Cflo_01780--XP_001122718.1_APIME	731
Cflo_01784--NA	640
Cflo_01786--XP_391860.3_APIME	1153
Cflo_01788--XP_623926.1_APIME	496
Cflo_01789--XP_001122648.1_APIME	2765
Cflo_01792--XP_001122453.1_APIME	289
Cflo_01794--XP_396394.3_APIME	2343
Cflo_01797--XP_395441.2_APIME	1376
Cflo_01798--XP_624871.1_APIME	273
Cflo_01799--XP_001120460.1_APIME	599
Cflo_01800--XP_392946.2_APIME	1472
Cflo_01802--XP_392788.3_APIME	3632
Cflo_01806--NA	952
Cflo_01808--XP_001603606.1_NASVI	641
Cflo_01814--XP_625087.2_APIME	1052
Cflo_01815--NA	206
Cflo_01818--XP_001120418.1_APIME	625
Cflo_01819--XP_001121640.1_APIME	849
Cflo_01821--XP_001121725.1_APIME	535
Cflo_01822--XP_625294.1_APIME	483
Cflo_01824--XP_624030.1_APIME	1278
Cflo_01825--XP_624471.1_APIME	1869
Cflo_01828--XP_001602876.1_NASVI	567
Cflo_05835--XP_396381.2_APIME	355
Cflo_05834--XP_001121459.1_APIME	780
Cflo_05832--XP_396383.2_APIME	1374
Cflo_05828--XP_001120548.1_APIME	2983
Cflo_05825--XP_623507.2_APIME	1425
Cflo_05823--NA	2606
Cflo_05821--XP_393966.1_APIME	1013
Cflo_05818--XP_393965.2_APIME	934
Cflo_05816--XP_001602806.1_NASVI	1504
Cflo_05814--XP_624337.1_APIME	1211
Cflo_05812--XP_001122160.1_APIME	2686
Cflo_05810--XP_392970.2_APIME	3002
Cflo_05807--XP_394645.2_APIME	811
Cflo_05803--NA	413
Cflo_05801--XP_624386.1_APIME	914
Cflo_05800--XP_397306.2_APIME	978
Cflo_05795--XP_001120171.1_APIME	1014
Cflo_05793--XP_624359.2_APIME	2103
Cflo_05791--XP_397170.2_APIME	1484
Cflo_05788--XP_001602004.1_NASVI	5389
Cflo_05785--XP_623947.1_APIME	1517
Cflo_05784--XP_624982.2_APIME	3329
Cflo_05781--XP_001122188.1_APIME	5139
Cflo_05779--XP_624469.2_APIME	1060
Cflo_05780--XP_393376.2_APIME	1004
Cflo_05782--XP_623105.1_APIME	841
Cflo_05783--XP_394951.2_APIME	2502
Cflo_05786--XP_396624.2_APIME	967
Cflo_05787--FBpp0082997_DROME	826
Cflo_05789--XP_624495.2_APIME	2383
Cflo_05790--XP_001120763.1_APIME	1544
Cflo_05792--XP_001605597.1_NASVI	2805
Cflo_05794--XP_001122717.1_APIME	832
Cflo_05796--XP_394861.3_APIME	607
Cflo_05797--XP_394861.3_APIME	3981
Cflo_05798--XP_001122645.1_APIME	800
Cflo_05799--NA	531
Cflo_05802--XP_624220.2_APIME	589
Cflo_05805--XP_394295.3_APIME	2207
Cflo_05806--XP_001123305.1_APIME	2872
Cflo_05808--XP_623318.1_APIME	582
Cflo_05809--XP_001123210.1_APIME	527
Cflo_05811--XP_396275.2_APIME	2515
Cflo_05813--XP_624312.2_APIME	2636
Cflo_05815--XP_395065.2_APIME	658
Cflo_05817--XP_395884.2_APIME	2624
Cflo_05819--XP_391996.3_APIME	2025
Cflo_05820--NA	327
Cflo_05822--XP_395938.2_APIME	1657
Cflo_05824--XP_623275.1_APIME	1154
Cflo_05826--XP_623467.2_APIME	831
Cflo_05827--XP_001121613.1_APIME	827
Cflo_05829--XP_624244.1_APIME	1111
Cflo_05830--XP_396384.2_APIME	1023
Cflo_05831--XP_001120075.1_APIME	857
Cflo_05833--XP_396382.2_APIME	1567
Cflo_05836--XP_001121418.1_APIME	1291
Cflo_05837--XP_395565.3_APIME	728
Cflo_01881--XP_623280.1_APIME	2412
Cflo_01876--XP_397273.3_APIME	2100
Cflo_01873--XP_624544.1_APIME	1876
Cflo_01872--NA	1288
Cflo_01867--XP_001122122.1_APIME	784
Cflo_01866--XP_001121600.1_APIME	2019
Cflo_01864--XP_001123040.1_APIME	2818
Cflo_01862--XP_397394.2_APIME	2346
Cflo_01856--XP_624743.1_APIME	1769
Cflo_01854--XP_625125.1_APIME	1606
Cflo_01846--XP_394275.2_APIME	1910
Cflo_01843--XP_395622.2_APIME	2511
Cflo_01836--XP_001122056.1_APIME	632
Cflo_01835--XP_001122079.1_APIME	1854
Cflo_01829--XP_395101.3_APIME	1392
Cflo_01830--XP_396345.3_APIME	392
Cflo_01831--XP_396345.3_APIME	3726
Cflo_01832--XP_396344.3_APIME	1614
Cflo_01833--XP_396344.3_APIME	1682
Cflo_01834--XP_394465.3_APIME	1814
Cflo_01837--XP_394467.1_APIME	560
Cflo_01838--XP_394468.3_APIME	1470
Cflo_01839--XP_394468.3_APIME	784
Cflo_01840--XP_392313.1_APIME	1342
Cflo_01841--XP_001122135.1_APIME	1395
Cflo_01842--XP_395140.2_APIME	792
Cflo_01844--XP_625184.2_APIME	1909
Cflo_01847--XP_392693.1_APIME	1062
Cflo_01848--XP_392200.3_APIME	3708
Cflo_01849--XP_396615.2_APIME	648
Cflo_01850--XP_001122031.1_APIME	7970
Cflo_01851--XP_394316.2_APIME	1790
Cflo_01852--XP_001121987.1_APIME	825
Cflo_01853--XP_625296.2_APIME	2503
Cflo_01855--XP_392188.1_APIME	514
Cflo_01857--XP_392191.3_APIME	2452
Cflo_01858--XP_392190.2_APIME	892
Cflo_01860--XP_001122118.1_APIME	359
Cflo_01861--XP_624259.1_APIME	342
Cflo_01863--XP_395584.3_APIME	2418
Cflo_01868--XP_001120152.1_APIME	2204
Cflo_01869--XP_001120210.1_APIME	2241
Cflo_01871--XP_623845.2_APIME	1240
Cflo_01874--XP_393487.3_APIME	1109
Cflo_01877--XP_001121454.1_APIME	865
Cflo_01878--XP_394284.2_APIME	836
Cflo_01879--XP_395899.2_APIME	984
Cflo_01880--XP_395748.2_APIME	875
Cflo_01886--NA	305
Cflo_01890--XP_392354.3_APIME	3461
Cflo_01891--XP_001122174.1_APIME	442
Cflo_01892--XP_395865.3_APIME	2957
Cflo_06992--NP_001011563.1_APIME	799
Cflo_06991--NP_001011563.1_APIME	1672
Cflo_06990--NP_001011563.1_APIME	1675
Cflo_06989--NP_001011563.1_APIME	1720
Cflo_06988--XP_396974.3_APIME	2089
Cflo_06984--XP_396975.3_APIME	3559
Cflo_06982--XP_624846.1_APIME	600
Cflo_06980--XP_001600119.1_NASVI	741
Cflo_06978--XP_001121637.1_APIME	376
Cflo_06976--XP_625074.2_APIME	1123
Cflo_06975--XP_391873.1_APIME	1019
Cflo_06974--XP_001121605.1_APIME	1590
Cflo_06971--XP_001122167.1_APIME	1858
Cflo_06968--XP_397085.2_APIME	1328
Cflo_06958--XP_395167.3_APIME	2257
Cflo_06956--XP_624644.1_APIME	4652
Cflo_06953--XP_001120618.1_APIME	1437
Cflo_06950--XP_623596.1_APIME	1293
Cflo_06947--XP_001123139.1_APIME	542
Cflo_06946--XP_393954.3_APIME	1034
Cflo_06949--XP_393122.3_APIME	2346
Cflo_06951--XP_624169.1_APIME	2366
Cflo_06952--XP_624559.2_APIME	2020
Cflo_06954--XP_001120669.1_APIME	1461
Cflo_06955--XP_001120703.1_APIME	954
Cflo_06957--XP_624665.1_APIME	6952
Cflo_06959--XP_623897.1_APIME	3218
Cflo_06960--XP_001122252.1_APIME	1773
Cflo_06961--XP_001122240.1_APIME	1186
Cflo_06962--XP_391884.3_APIME	6416
Cflo_06963--XP_001122187.1_APIME	3185
Cflo_06964--NA	349
Cflo_06965--XP_395927.3_APIME	1570
Cflo_06966--XP_395497.2_APIME	2130
Cflo_06967--XP_393491.3_APIME	4197
Cflo_06969--XP_625093.1_APIME	1044
Cflo_06970--XP_395464.2_APIME	1737
Cflo_06972--XP_397104.3_APIME	2013
Cflo_06973--XP_625198.2_APIME	1629
Cflo_06977--XP_393097.3_APIME	2545
Cflo_06979--XP_393443.1_APIME	444
Cflo_06981--XP_624857.2_APIME	375
Cflo_06983--XP_393107.2_APIME	1661
